brand,km_driven,fuel,owner,selling_price,brand_updated
Ford,60000,Diesel,First Owner,500000,Ford
Maruti,80000,Petrol,Third Owner,93000,Maruti
Honda,110000,Diesel,First Owner,500000,Honda
Toyota,150000,Diesel,First Owner,670000,Toyota
Toyota,120000,Diesel,Second Owner,750000,Toyota
Maruti,30000,Petrol,First Owner,370000,Maruti
Maruti,70000,Petrol,Second Owner,100000,Maruti
Hyundai,50000,Petrol,First Owner,425000,Hyundai
Toyota,305000,Diesel,Fourth & Above Owner,370000,Toyota
Toyota,158500,Diesel,Third Owner,400000,Toyota
Tata,212000,Diesel,Third Owner,229999,Tata
Maruti,35000,Diesel,First Owner,850000,Maruti
Mahindra,22000,Diesel,First Owner,750000,Mahindra
Tata,50000,Diesel,First Owner,235000,Tata
Honda,70000,Diesel,First Owner,700000,Honda
Hyundai,56000,Diesel,First Owner,480000,Hyundai
Tata,50000,Diesel,First Owner,475000,Tata
Skoda,120000,Diesel,First Owner,610000,Skoda
Toyota,120000,Diesel,Second Owner,650000,Toyota
Honda,70000,Diesel,First Owner,800000,Honda
Tata,120000,Diesel,First Owner,520000,Tata
Tata,90000,Diesel,First Owner,160000,Tata
Maruti,70000,Diesel,First Owner,1000000,Maruti
Maruti,120000,Diesel,Second Owner,700000,Maruti
Honda,70000,Diesel,Second Owner,590000,Honda
Maruti,80000,Petrol,Second Owner,140000,Maruti
Mahindra,100000,Diesel,Second Owner,725000,Mahindra
Toyota,157000,Diesel,First Owner,1680000,Toyota
Maruti,50000,Diesel,First Owner,550000,Maruti
Maruti,90000,Diesel,Second Owner,240000,Maruti
Chevrolet,65000,Diesel,First Owner,667000,Chevrolet
Honda,50000,Diesel,First Owner,670000,Honda
Maruti,110000,Diesel,First Owner,550000,Maruti
Maruti,30000,Petrol,First Owner,400000,Maruti
Hyundai,80000,Diesel,Second Owner,545000,Hyundai
Maruti,70000,Petrol,First Owner,599000,Maruti
Hyundai,100000,Diesel,First Owner,725000,Hyundai
Honda,120000,Petrol,Second Owner,525000,Honda
Maruti,85000,Diesel,Second Owner,204999,Maruti
Skoda,110000,Diesel,First Owner,190000,Skoda
Hyundai,60000,Diesel,Fourth & Above Owner,310000,Hyundai
Hyundai,90000,Diesel,Second Owner,380000,Hyundai
Maruti,110000,Petrol,Third Owner,204000,Maruti
Hyundai,25000,Petrol,First Owner,350000,Hyundai
Volkswagen,100000,Diesel,First Owner,350000,Volkswagen
Ford,120000,Diesel,Second Owner,175000,Ford
Volkswagen,90000,Diesel,First Owner,340000,Volkswagen
Honda,35000,Petrol,First Owner,950000,Honda
Honda,35000,Petrol,First Owner,894999,Honda
Tata,101200,Diesel,Second Owner,350000,Tata
Tata,90000,Petrol,Second Owner,100000,Tata
Maruti,76000,Diesel,First Owner,550000,Maruti
Tata,60000,Diesel,Third Owner,100000,Tata
Mahindra,90000,Diesel,First Owner,800000,Mahindra
Mahindra,80000,Diesel,Second Owner,525000,Mahindra
Tata,179150,Diesel,Second Owner,500000,Tata
Maruti,62000,Petrol,First Owner,42000,Maruti
Maruti,160000,Petrol,Third Owner,190000,Maruti
Maruti,35000,Diesel,First Owner,694000,Maruti
Mahindra,120000,Diesel,First Owner,861999,Mahindra
Honda,50000,Diesel,First Owner,650000,Honda
Maruti,70000,Diesel,Second Owner,310000,Maruti
Maruti,97000,Diesel,First Owner,360000,Maruti
Maruti,90000,Diesel,Second Owner,240000,Maruti
Mahindra,84487,Diesel,Fourth & Above Owner,500000,Mahindra
Toyota,100000,Diesel,Second Owner,475000,Toyota
Maruti,60000,Petrol,Third Owner,100000,Maruti
Maruti,110000,Petrol,Third Owner,200000,Maruti
Toyota,264000,Diesel,First Owner,430000,Toyota
Mahindra,146000,Diesel,Fourth & Above Owner,245000,Mahindra
Maruti,70000,Diesel,First Owner,450000,Maruti
Maruti,51146,Diesel,First Owner,800000,Maruti
Maruti,40000,Petrol,First Owner,215000,Maruti
Maruti,50000,Diesel,First Owner,760000,Maruti
Volkswagen,80000,Diesel,First Owner,416000,Volkswagen
Maruti,120000,Petrol,First Owner,195000,Maruti
Maruti,23000,Petrol,First Owner,325000,Maruti
Maruti,70000,Petrol,Second Owner,145000,Maruti
Maruti,23000,Diesel,First Owner,675000,Maruti
Maruti,30000,Petrol,Second Owner,340000,Maruti
Tata,50000,Diesel,First Owner,340000,Tata
Maruti,40000,Petrol,First Owner,260000,Maruti
Maruti,50000,Petrol,First Owner,300000,Maruti
Maruti,60000,Petrol,Second Owner,75000,Maruti
Tata,80000,Diesel,First Owner,350000,Tata
Maruti,15000,Petrol,First Owner,1000000,Maruti
Tata,150000,Diesel,Third Owner,170000,Tata
Maruti,40000,Petrol,First Owner,600000,Maruti
Honda,25000,Petrol,First Owner,800000,Honda
Force,120000,Diesel,Second Owner,850000,Others
Mahindra,120000,Diesel,Second Owner,980000,Mahindra
Ford,298000,Diesel,Second Owner,850000,Ford
Tata,270000,Diesel,Third Owner,340000,Tata
Maruti,50000,Diesel,Second Owner,900000,Maruti
Maruti,120000,Diesel,Second Owner,310000,Maruti
Maruti,60000,Diesel,Third Owner,600000,Maruti
Maruti,149000,Diesel,Second Owner,270000,Maruti
Hyundai,5000,Petrol,First Owner,509999,Hyundai
Tata,70000,Diesel,Second Owner,225000,Tata
Hyundai,55000,Petrol,First Owner,280000,Hyundai
Tata,100000,Diesel,First Owner,490000,Tata
Mahindra,120000,Diesel,First Owner,440000,Mahindra
Tata,291977,Diesel,First Owner,500000,Tata
Honda,85000,Petrol,Third Owner,476999,Honda
Hyundai,70000,Petrol,Third Owner,590000,Hyundai
Ford,120000,Diesel,First Owner,500000,Ford
Ford,40000,Diesel,First Owner,600000,Ford
Mahindra,70000,Diesel,First Owner,750000,Mahindra
BMW,39000,Diesel,First Owner,2950000,BMW
BMW,10000,Diesel,First Owner,5200000,BMW
Volkswagen,36800,Diesel,First Owner,695000,Volkswagen
Maruti,52200,Diesel,First Owner,690000,Maruti
Hyundai,78000,Diesel,First Owner,409999,Hyundai
Tata,16000,Diesel,First Owner,1650000,Tata
Audi,30000,Diesel,First Owner,2375000,Audi
Hyundai,29000,Diesel,Second Owner,525000,Hyundai
Jeep,25000,Diesel,First Owner,2150000,Jeep
Mahindra,60000,Diesel,Second Owner,540000,Mahindra
Toyota,60000,Diesel,Second Owner,2750000,Toyota
Mahindra,112000,Diesel,Second Owner,1000000,Mahindra
Audi,15000,Diesel,First Owner,2900000,Audi
Mahindra,40000,Diesel,First Owner,725000,Mahindra
Maruti,36000,Diesel,First Owner,975000,Maruti
Maruti,60000,Petrol,First Owner,355000,Maruti
Honda,120000,Petrol,First Owner,400000,Honda
Maruti,48000,Petrol,First Owner,265000,Maruti
Volkswagen,40000,Diesel,First Owner,650000,Volkswagen
Maruti,60000,Diesel,First Owner,720000,Maruti
Hyundai,25000,Petrol,First Owner,850000,Hyundai
Maruti,42000,Petrol,First Owner,290000,Maruti
Mercedes-Benz,35000,Petrol,Second Owner,1200000,Mercedes-Benz
Mahindra,90000,Diesel,Second Owner,600000,Mahindra
Maruti,90000,Diesel,Second Owner,300000,Maruti
Renault,110000,Diesel,Second Owner,225000,Renault
Maruti,70000,Diesel,Second Owner,240000,Maruti
Hyundai,80000,Diesel,First Owner,700000,Hyundai
Maruti,70000,Diesel,Second Owner,470000,Maruti
Hyundai,80000,Diesel,First Owner,800000,Hyundai
Renault,90000,Diesel,First Owner,450000,Renault
Tata,90000,Diesel,Third Owner,90000,Tata
Toyota,120000,Diesel,Second Owner,450000,Toyota
Toyota,107500,Diesel,Second Owner,400000,Toyota
Toyota,62000,Diesel,First Owner,1465000,Toyota
Hyundai,79000,Diesel,First Owner,925000,Hyundai
Toyota,60000,Diesel,Second Owner,1385000,Toyota
Toyota,20000,Diesel,First Owner,2000000,Toyota
Tata,248200,Diesel,Second Owner,80000,Tata
Mahindra,110000,Diesel,Second Owner,300000,Mahindra
Maruti,100000,Diesel,First Owner,360000,Maruti
Hyundai,70000,Diesel,Second Owner,320000,Hyundai
Ambassador,100000,Diesel,Second Owner,99000,Others
Maruti,50000,Diesel,Second Owner,780000,Maruti
Maruti,139000,Diesel,First Owner,620000,Maruti
Skoda,120000,Petrol,Third Owner,100000,Skoda
Tata,35000,Petrol,Second Owner,210000,Tata
Mahindra,80000,Diesel,First Owner,375000,Mahindra
Renault,7720,Petrol,First Owner,786000,Renault
Mahindra,50000,Diesel,First Owner,1000000,Mahindra
Maruti,60000,Diesel,Second Owner,120000,Maruti
Mahindra,100000,Diesel,First Owner,750000,Mahindra
Hyundai,57882,Petrol,First Owner,550000,Hyundai
Tata,142000,Diesel,First Owner,875000,Tata
Tata,140000,Diesel,Third Owner,890000,Tata
Maruti,35000,Petrol,First Owner,700000,Maruti
Mahindra,30000,Diesel,First Owner,550000,Mahindra
Datsun,10000,Petrol,First Owner,400000,Datsun
Maruti,30000,Petrol,Second Owner,290000,Maruti
Tata,90000,Diesel,First Owner,150000,Tata
Maruti,35000,Petrol,Second Owner,300000,Maruti
Maruti,25000,Petrol,First Owner,220000,Maruti
Maruti,35008,Petrol,First Owner,221000,Maruti
Datsun,31100,Petrol,First Owner,270000,Datsun
Hyundai,42312,Diesel,First Owner,455000,Hyundai
Toyota,72000,Petrol,First Owner,300000,Toyota
Toyota,54891,Diesel,First Owner,480000,Toyota
Hyundai,30000,Diesel,First Owner,1000000,Hyundai
BMW,44000,Diesel,First Owner,2600000,BMW
Toyota,18890,Diesel,First Owner,1850000,Toyota
Hyundai,5000,Petrol,First Owner,500000,Hyundai
Mahindra,117000,Diesel,First Owner,800000,Mahindra
Renault,75010,Diesel,First Owner,1000000,Renault
Tata,50000,Diesel,First Owner,250000,Tata
Renault,100000,Diesel,First Owner,245000,Renault
Hyundai,4337,Petrol,First Owner,625000,Hyundai
Volkswagen,14495,Petrol,First Owner,560000,Volkswagen
Honda,8576,Petrol,First Owner,680000,Honda
Maruti,30000,Diesel,First Owner,700000,Maruti
Tata,80000,Diesel,First Owner,220000,Tata
Tata,70000,Diesel,First Owner,450000,Tata
Tata,19723,Petrol,First Owner,525000,Tata
Toyota,242000,Diesel,Fourth & Above Owner,650000,Toyota
BMW,22000,Diesel,First Owner,5500000,BMW
Maruti,30000,Diesel,First Owner,875000,Maruti
Hyundai,9000,Petrol,First Owner,785000,Hyundai
Honda,30000,Petrol,First Owner,819999,Honda
BMW,60000,Diesel,First Owner,2950000,BMW
Toyota,27000,Diesel,First Owner,1925000,Toyota
Honda,39000,Diesel,First Owner,885000,Honda
Ford,64000,Petrol,First Owner,680000,Ford
Ford,42000,Diesel,First Owner,960000,Ford
Honda,45000,Petrol,First Owner,385000,Honda
Tata,15000,Diesel,First Owner,1650000,Tata
Mahindra,55000,Diesel,First Owner,890000,Mahindra
Ford,64000,Diesel,First Owner,1275000,Ford
BMW,27000,Diesel,First Owner,6000000,BMW
Maruti,15000,Petrol,First Owner,1025000,Maruti
Volkswagen,69000,Petrol,First Owner,675000,Volkswagen
Maruti,80000,Petrol,First Owner,700000,Maruti
Ford,60000,Diesel,First Owner,780000,Ford
Hyundai,70000,Diesel,First Owner,1050000,Hyundai
Audi,105000,Diesel,Second Owner,2700000,Audi
Tata,100000,Diesel,First Owner,400000,Tata
Mahindra,100000,Diesel,First Owner,400000,Mahindra
Maruti,90000,Petrol,Second Owner,85000,Maruti
Tata,35000,Diesel,First Owner,1300000,Tata
Mahindra,11500,Diesel,First Owner,819999,Mahindra
Mahindra,40000,Diesel,First Owner,620000,Mahindra
Renault,50000,Petrol,First Owner,260000,Renault
Hyundai,49900,Petrol,First Owner,805000,Hyundai
Hyundai,55380,Petrol,First Owner,484999,Hyundai
Jaguar,9000,Diesel,First Owner,2711000,Jaguar
Tata,11000,Petrol,First Owner,811000,Tata
Honda,50000,Petrol,First Owner,575000,Honda
Jeep,80000,Diesel,First Owner,1675000,Jeep
Skoda,11000,Petrol,First Owner,645000,Skoda
Jaguar,13500,Diesel,First Owner,2500000,Jaguar
Mercedes-Benz,18000,Petrol,First Owner,2550000,Mercedes-Benz
Mercedes-Benz,16000,Petrol,First Owner,2700000,Mercedes-Benz
Volkswagen,18816,Petrol,First Owner,650000,Volkswagen
Toyota,33019,Diesel,First Owner,1748999,Toyota
Honda,18000,Petrol,First Owner,925000,Honda
Toyota,9654,Petrol,First Owner,894999,Toyota
Maruti,11000,Petrol,First Owner,175000,Maruti
Maruti,24300,Petrol,First Owner,340000,Maruti
Toyota,42163,Diesel,Second Owner,1525000,Toyota
Maruti,47747,Diesel,First Owner,810000,Maruti
Tata,8000,Diesel,First Owner,1025000,Tata
BMW,30000,Diesel,First Owner,2150000,BMW
Toyota,70000,Diesel,Second Owner,910000,Toyota
Tata,60000,Diesel,Second Owner,300000,Tata
Maruti,80000,Petrol,Second Owner,120000,Maruti
Hyundai,45900,Petrol,Second Owner,490000,Hyundai
Honda,70000,Diesel,First Owner,425000,Honda
Maruti,40000,Petrol,First Owner,155000,Maruti
Mahindra,90000,Diesel,Second Owner,490000,Mahindra
Maruti,105000,Petrol,First Owner,132000,Maruti
Hyundai,30000,Diesel,First Owner,750000,Hyundai
Maruti,20000,Petrol,First Owner,225000,Maruti
Hyundai,80000,Petrol,First Owner,240000,Hyundai
Maruti,90000,Petrol,Third Owner,33351,Maruti
Chevrolet,80000,Petrol,Second Owner,80000,Chevrolet
Maruti,120000,Petrol,First Owner,40000,Maruti
Honda,50000,Diesel,Second Owner,1100000,Honda
Jaguar,9000,Diesel,First Owner,2711000,Jaguar
Lexus,20000,Petrol,First Owner,5150000,Lexus
Jaguar,45000,Diesel,First Owner,3200000,Jaguar
Tata,110000,Diesel,First Owner,503000,Tata
Volvo,20000,Diesel,First Owner,3800000,Volvo
Toyota,68089,Petrol,First Owner,2000000,Toyota
Maruti,58343,Petrol,First Owner,225000,Maruti
Maruti,38817,Diesel,First Owner,740000,Maruti
Honda,56494,Petrol,First Owner,550000,Honda
Toyota,79328,Diesel,Second Owner,750000,Toyota
Maruti,5621,Petrol,First Owner,650000,Maruti
Toyota,25538,Petrol,First Owner,625000,Toyota
Maruti,69779,Petrol,First Owner,600000,Maruti
Hyundai,56290,Diesel,First Owner,450000,Hyundai
BMW,7500,Diesel,First Owner,5400000,BMW
BMW,8500,Diesel,First Owner,5500000,BMW
Honda,7032,Petrol,First Owner,779000,Honda
Skoda,11000,Petrol,First Owner,645000,Skoda
Volvo,2000,Diesel,First Owner,2475000,Volvo
Hyundai,80000,Diesel,Second Owner,380000,Hyundai
Tata,120000,Diesel,Second Owner,300000,Tata
Maruti,50000,Petrol,First Owner,240000,Maruti
Maruti,70000,Diesel,First Owner,325000,Maruti
Mahindra,130000,Diesel,First Owner,400000,Mahindra
Renault,50000,Diesel,First Owner,800000,Renault
Ford,80000,Diesel,First Owner,950000,Ford
Maruti,120000,Diesel,Fourth & Above Owner,300000,Maruti
Maruti,5000,Petrol,First Owner,350000,Maruti
Mahindra,59000,Petrol,First Owner,530000,Mahindra
Chevrolet,100000,Diesel,Third Owner,350000,Chevrolet
Hyundai,50000,Petrol,First Owner,168000,Hyundai
Renault,45000,Petrol,Second Owner,240000,Renault
Maruti,80000,Diesel,Fourth & Above Owner,220000,Maruti
Maruti,80000,Petrol,Fourth & Above Owner,110000,Maruti
Maruti,100000,Diesel,First Owner,850000,Maruti
Maruti,110000,Diesel,First Owner,545000,Maruti
Toyota,24000,Diesel,First Owner,2064000,Toyota
Maruti,25000,Diesel,First Owner,950000,Maruti
Hyundai,68697,Petrol,Third Owner,200000,Hyundai
Maruti,30000,Diesel,First Owner,660000,Maruti
Honda,40000,Diesel,Second Owner,420000,Honda
Tata,29000,Petrol,First Owner,150000,Tata
Chevrolet,68000,Diesel,Second Owner,175000,Chevrolet
Honda,15000,Petrol,First Owner,750000,Honda
Maruti,70000,Diesel,First Owner,425000,Maruti
Toyota,126000,Diesel,Third Owner,790000,Toyota
Toyota,300000,Diesel,Third Owner,830000,Toyota
Honda,94000,Diesel,Second Owner,650000,Honda
Toyota,129000,Diesel,Third Owner,780000,Toyota
Hyundai,55000,Petrol,Second Owner,180000,Hyundai
Ford,40000,Diesel,First Owner,869999,Ford
Tata,50000,Diesel,First Owner,275000,Tata
Hyundai,25000,Petrol,Second Owner,630000,Hyundai
Toyota,60000,Petrol,Second Owner,150000,Toyota
Maruti,25000,Petrol,First Owner,315000,Maruti
Tata,70000,Diesel,Second Owner,189000,Tata
Maruti,120000,Diesel,First Owner,580000,Maruti
Fiat,153000,Diesel,Second Owner,150000,Fiat
Maruti,35000,Diesel,First Owner,825000,Maruti
Tata,60000,Diesel,Second Owner,650000,Tata
Honda,62000,Petrol,Second Owner,50000,Honda
Skoda,120000,Petrol,Second Owner,200000,Skoda
Tata,120000,Diesel,Third Owner,135000,Tata
Hyundai,80000,Diesel,First Owner,680000,Hyundai
Hyundai,80000,Diesel,First Owner,670000,Hyundai
BMW,60000,Diesel,First Owner,1000000,BMW
Maruti,80000,Petrol,Second Owner,240000,Maruti
Force,147279,Diesel,Second Owner,555000,Others
Skoda,98000,Diesel,First Owner,455000,Skoda
Maruti,25000,Diesel,First Owner,750000,Maruti
Maruti,90000,Diesel,First Owner,700000,Maruti
Tata,22000,Petrol,First Owner,220000,Tata
Tata,120000,Diesel,First Owner,160000,Tata
Chevrolet,100000,Diesel,Second Owner,225000,Chevrolet
Tata,120000,Diesel,Second Owner,140000,Tata
Maruti,70000,Diesel,Second Owner,600000,Maruti
Mahindra,24700,Diesel,First Owner,1000000,Mahindra
Chevrolet,100000,Petrol,Third Owner,65000,Chevrolet
Maruti,10000,Petrol,First Owner,500000,Maruti
Mahindra,88754,Diesel,First Owner,1100000,Mahindra
Ford,53287,Petrol,First Owner,325000,Ford
Mahindra,43526,Diesel,First Owner,1150000,Mahindra
Skoda,55885,Petrol,First Owner,320000,Skoda
Ford,16034,Diesel,First Owner,950000,Ford
Ford,156040,Diesel,First Owner,250000,Ford
Ford,93415,Diesel,First Owner,400000,Ford
BMW,122000,Diesel,Second Owner,1100000,BMW
Maruti,20000,Diesel,First Owner,600000,Maruti
Maruti,46000,Petrol,First Owner,509999,Maruti
Skoda,50000,Petrol,Third Owner,395000,Skoda
Maruti,5000,Petrol,First Owner,469000,Maruti
Maruti,42000,Petrol,First Owner,250000,Maruti
Chevrolet,68519,Petrol,First Owner,130000,Chevrolet
Ford,30000,Diesel,First Owner,906000,Ford
Ford,85000,Diesel,First Owner,160000,Ford
Maruti,88000,Petrol,First Owner,300000,Maruti
Maruti,100000,Petrol,Fourth & Above Owner,60000,Maruti
Maruti,100000,Petrol,Second Owner,400000,Maruti
Tata,22966,Petrol,First Owner,450000,Tata
Mahindra,80000,Diesel,Second Owner,465000,Mahindra
Maruti,80000,Diesel,Second Owner,325000,Maruti
Maruti,70000,Petrol,Second Owner,150000,Maruti
Hyundai,2350,Petrol,First Owner,250000,Hyundai
Maruti,50000,Petrol,First Owner,175000,Maruti
Maruti,58000,Petrol,First Owner,175000,Maruti
Honda,80000,Petrol,Second Owner,150000,Honda
Mahindra,60000,Diesel,First Owner,797000,Mahindra
Hyundai,35000,Petrol,First Owner,800000,Hyundai
Mahindra,59872,Diesel,First Owner,750000,Mahindra
Mahindra,140000,Diesel,Second Owner,400000,Mahindra
Maruti,110000,Petrol,First Owner,160000,Maruti
Mahindra,91182,Diesel,First Owner,700000,Mahindra
Maruti,60000,Petrol,Third Owner,160000,Maruti
Hyundai,100000,Diesel,First Owner,400000,Hyundai
Toyota,120000,Diesel,First Owner,451000,Toyota
Maruti,80000,Petrol,First Owner,40000,Maruti
Tata,70000,Diesel,Third Owner,300000,Tata
Maruti,59500,Petrol,Second Owner,421000,Maruti
Maruti,100000,CNG,Second Owner,80000,Maruti
Maruti,45000,Diesel,First Owner,950000,Maruti
Hyundai,75500,Diesel,Second Owner,395000,Hyundai
Maruti,46000,Diesel,Second Owner,950000,Maruti
Maruti,60000,Petrol,First Owner,270000,Maruti
Hyundai,60000,Petrol,Second Owner,360000,Hyundai
Maruti,152500,Diesel,First Owner,235000,Maruti
Mercedes-Benz,60000,Diesel,Second Owner,1850000,Mercedes-Benz
Toyota,130000,Diesel,First Owner,1900000,Toyota
Hyundai,23456,Petrol,First Owner,550000,Hyundai
Mahindra,39000,Diesel,First Owner,1225000,Mahindra
Honda,15000,Petrol,First Owner,700000,Honda
Jeep,69123,Diesel,First Owner,1650000,Jeep
Honda,26000,Petrol,First Owner,376000,Honda
Ford,77524,Diesel,First Owner,875000,Ford
Hyundai,40523,Petrol,Second Owner,459999,Hyundai
Maruti,39000,Diesel,First Owner,755000,Maruti
Audi,7800,Petrol,Test Drive Car,6223000,Audi
Audi,11500,Petrol,Test Drive Car,5923000,Audi
Audi,23600,Petrol,Test Drive Car,6523000,Audi
Toyota,220000,Diesel,Second Owner,1050000,Toyota
Toyota,218000,Diesel,Second Owner,215000,Toyota
Mahindra,120000,Diesel,Second Owner,1050000,Mahindra
Maruti,25000,Petrol,First Owner,800000,Maruti
Maruti,31000,Diesel,Second Owner,600000,Maruti
Maruti,42000,Petrol,First Owner,530000,Maruti
Maruti,80000,Petrol,First Owner,450000,Maruti
Maruti,60000,Petrol,First Owner,235000,Maruti
Maruti,240000,Diesel,First Owner,550000,Maruti
Skoda,35000,Petrol,Second Owner,395000,Skoda
Tata,35000,Petrol,First Owner,450000,Tata
Renault,5000,Petrol,First Owner,600000,Renault
Maruti,110000,Diesel,First Owner,610000,Maruti
Hyundai,20000,Petrol,First Owner,690000,Hyundai
Tata,15000,Petrol,First Owner,790000,Tata
Maruti,40000,Petrol,Second Owner,254999,Maruti
Honda,41000,Petrol,First Owner,500000,Honda
Mahindra,100000,Diesel,Second Owner,340000,Mahindra
Tata,120000,Diesel,First Owner,150000,Tata
Mahindra,110000,Diesel,Third Owner,245000,Mahindra
Volkswagen,120000,Diesel,Second Owner,515000,Volkswagen
Ambassador,60000,Diesel,Second Owner,122000,Others
Hyundai,35000,Petrol,Third Owner,160000,Hyundai
Maruti,120000,Petrol,Second Owner,110000,Maruti
Maruti,70000,Diesel,First Owner,360000,Maruti
Maruti,110000,Diesel,First Owner,210000,Maruti
Hyundai,90000,Diesel,Third Owner,260000,Hyundai
Maruti,60000,Petrol,Second Owner,128000,Maruti
Hyundai,80000,Diesel,Second Owner,600000,Hyundai
Toyota,151000,Diesel,Second Owner,800000,Toyota
Maruti,25000,Diesel,First Owner,675000,Maruti
Mahindra,24700,Diesel,First Owner,1000000,Mahindra
Chevrolet,100000,Petrol,Third Owner,65000,Chevrolet
Maruti,10000,Petrol,First Owner,500000,Maruti
Maruti,50000,Petrol,First Owner,300000,Maruti
Maruti,80000,Petrol,First Owner,125000,Maruti
Hyundai,25000,Petrol,First Owner,550000,Hyundai
Maruti,80000,Petrol,Third Owner,150000,Maruti
Mahindra,80000,Diesel,First Owner,891000,Mahindra
Toyota,70000,Diesel,First Owner,1050000,Toyota
Maruti,15000,Petrol,First Owner,750000,Maruti
Hyundai,27500,Petrol,First Owner,380000,Hyundai
Toyota,110000,Diesel,Second Owner,800000,Toyota
Mahindra,120000,Petrol,First Owner,200000,Mahindra
Maruti,70000,Diesel,First Owner,700000,Maruti
Toyota,290000,Diesel,First Owner,229999,Toyota
Honda,74000,Petrol,Second Owner,300000,Honda
Honda,120000,Diesel,First Owner,670000,Honda
Honda,140000,Petrol,First Owner,210000,Honda
Maruti,40000,Petrol,First Owner,370000,Maruti
Maruti,20000,Petrol,First Owner,600000,Maruti
Maruti,15000,Diesel,First Owner,810000,Maruti
Fiat,35000,Petrol,First Owner,80000,Fiat
Tata,16000,Petrol,First Owner,346000,Tata
Honda,130000,Petrol,First Owner,55000,Honda
Tata,118000,Diesel,Second Owner,250000,Tata
Maruti,44000,Petrol,Second Owner,120000,Maruti
Maruti,50000,Diesel,Second Owner,600000,Maruti
Maruti,60000,Petrol,First Owner,330000,Maruti
Hyundai,147000,Petrol,Second Owner,400000,Hyundai
Tata,40000,Diesel,Second Owner,100000,Tata
Maruti,100000,Petrol,Third Owner,450000,Maruti
Maruti,55000,Diesel,First Owner,800000,Maruti
Maruti,40000,Diesel,Second Owner,340000,Maruti
Maruti,64000,Diesel,Third Owner,225000,Maruti
Maruti,100000,Petrol,Second Owner,55000,Maruti
Maruti,50000,Diesel,First Owner,900000,Maruti
Volvo,30000,Diesel,First Owner,2500000,Volvo
Maruti,30000,Petrol,First Owner,465000,Maruti
Maruti,150000,Petrol,First Owner,70000,Maruti
Tata,24177,Petrol,First Owner,400000,Tata
Tata,80000,Diesel,First Owner,185000,Tata
Maruti,150000,Petrol,Second Owner,140000,Maruti
Renault,120000,Diesel,Second Owner,415000,Renault
Mahindra,121779,Diesel,First Owner,532000,Mahindra
Maruti,56000,Diesel,First Owner,600000,Maruti
Maruti,100000,Petrol,Fourth & Above Owner,150000,Maruti
Maruti,12000,Petrol,First Owner,459999,Maruti
Maruti,15381,Diesel,First Owner,800000,Maruti
Mahindra,5000,Diesel,First Owner,310000,Mahindra
Nissan,40000,Diesel,First Owner,475000,Nissan
Maruti,35000,CNG,Second Owner,310000,Maruti
Maruti,10000,Petrol,First Owner,350000,Maruti
Mahindra,10000,Diesel,First Owner,1800000,Mahindra
Maruti,25000,Petrol,First Owner,640000,Maruti
Maruti,50000,Petrol,First Owner,350000,Maruti
Tata,30000,Petrol,First Owner,600000,Tata
Hyundai,23000,Diesel,First Owner,575000,Hyundai
Mahindra,15000,Diesel,First Owner,974000,Mahindra
Maruti,5000,Petrol,Second Owner,445000,Maruti
Maruti,15000,Diesel,Second Owner,580000,Maruti
Hyundai,20000,Diesel,First Owner,1050000,Hyundai
Ford,50000,Diesel,First Owner,600000,Ford
Ford,40000,Petrol,Second Owner,370000,Ford
Maruti,70000,Petrol,Third Owner,150000,Maruti
Maruti,15000,Petrol,First Owner,483000,Maruti
Hyundai,10000,Petrol,First Owner,470000,Hyundai
Maruti,25000,Diesel,First Owner,950000,Maruti
Hyundai,50000,Petrol,Third Owner,450000,Hyundai
Toyota,70000,Petrol,First Owner,345000,Toyota
Maruti,5000,Petrol,First Owner,600000,Maruti
Maruti,60000,Petrol,First Owner,300000,Maruti
Maruti,74800,Petrol,Second Owner,160000,Maruti
Maruti,80000,Petrol,Second Owner,120000,Maruti
Maruti,270000,CNG,First Owner,220000,Maruti
Hyundai,120000,Petrol,First Owner,340000,Hyundai
Honda,120000,Petrol,Second Owner,138000,Honda
Toyota,250000,Diesel,Fourth & Above Owner,100000,Toyota
Maruti,80000,Petrol,Third Owner,231000,Maruti
Mahindra,120000,Diesel,Second Owner,800000,Mahindra
Mahindra,20000,Petrol,First Owner,960000,Mahindra
Maruti,70000,Petrol,Second Owner,120000,Maruti
Maruti,40000,Petrol,First Owner,270000,Maruti
Maruti,100000,Petrol,Second Owner,200000,Maruti
Maruti,123000,Petrol,First Owner,328000,Maruti
Hyundai,77000,Diesel,First Owner,432000,Hyundai
Volkswagen,7000,Petrol,First Owner,565000,Volkswagen
Maruti,70000,Petrol,First Owner,390000,Maruti
Ford,30000,Diesel,First Owner,600000,Ford
Hyundai,120000,Diesel,Third Owner,250000,Hyundai
Chevrolet,70000,Petrol,First Owner,165000,Chevrolet
Honda,105000,Petrol,First Owner,421000,Honda
Hyundai,109322,Petrol,Second Owner,225000,Hyundai
Nissan,120000,Diesel,First Owner,350000,Nissan
Jeep,24000,Diesel,First Owner,1757000,Jeep
Maruti,70000,Diesel,Second Owner,600000,Maruti
Tata,35000,Petrol,First Owner,515000,Tata
Maruti,80000,Petrol,Third Owner,80000,Maruti
Maruti,70000,Diesel,Second Owner,800000,Maruti
Mahindra,100000,Diesel,Fourth & Above Owner,120000,Mahindra
Jaguar,9000,Diesel,First Owner,2711000,Jaguar
Lexus,20000,Petrol,First Owner,5150000,Lexus
